post_id,city,price,beds,baths,sqft
4988579431,fairfield,1095,1,2,955
4571145672,fairfield,1900,4,2,1430
pre2013_60942,fairfield,2395,4,3.5,2700
4816141992,fairfield,1300,3,2,1124
pre2013_22276,fairfield,1850,3,2.5,1650
pre2013_56838,fairfield,1399,2,1,875
5429909896,fairfield,1795,2,2.5,1290
5460171746,fairfield,1695,2,2.5,1290
5416812635,fairfield,1798,3,2,1625
5493142096,fairfield,1590,3,2,1985
4988570902,fairfield,1400,2,2,950
pre2013_60975,fairfield,2100,4,3,2500
pre2013_19634,fairfield,1418,2,2,1036
4977689638,fairfield,1421,2,1,948
4571129719,fairfield,2250,3,2.5,1976
pre2013_15436,fairfield,1900,4,3,2100
pre2013_67159,fairfield,950,1,1,657
pre2013_65798,fairfield,1750,3,2.5,2000
5819643074,fairfield,1719,1,1,790
pre2013_45210,fairfield,1900,4,3,2205
pre2013_23594,fairfield,1338,1,1,740
pre2013_67156,fairfield,1050,2,1,867
4594263151,fairfield,1600,3,2,1625
pre2013_10408,fairfield,2200,5,3,2600
5762043163,fairfield,1575,2,1.5,952
pre2013_38091,fairfield,955,1,1,750
pre2013_46775,fairfield,945,1,1,730
pre2013_61083,fairfield,1700,3,2,1500
6584903292,fairfield,2350,4,3,1862
pre2013_39177,fairfield,950,2,1.5,830
pre2013_60941,fairfield,2000,4,3,2535
4402733362,fairfield,1395,3,2.5,1158
5469166238,felton,2900,2,2,1500
pre2013_19270,felton,1575,1,1,750
4833482023,felton,2100,2,1,1000
5080647040,felton,1100,1,1,350
4864893689,felton,2100,2,1,1000
5770510916,felton,2450,1,1,1100
5507708430,felton,2250,2,1,1000
4686048510,felton,1400,1,1,900
4030460176,san francisco,7500,3,3,1887
4587729841,san francisco,3450,1,1,946
4807599381,san francisco,2785,1,1,832
5246014670,san francisco,3600,1,1,500
pre2013_155394,san francisco,13500,3,3,2027
pre2013_41487,san francisco,13500,3,3,2027
5439692589,san francisco,7500,2,2.5,1510
4254222490,san francisco,3990,2,2,1000
4588238182,san francisco,3600,1,1,946
4626869470,san francisco,3600,1,1,950
pre2013_10780,san francisco,15000,3,3,2027
pre2013_41546,san francisco,4215,2,1,886
5532101995,san francisco,3995,1,1,860
4062174001,san francisco,5400,2,2,1268
4108308699,san francisco,8000,2,2.5,1583
pre2013_54388,san francisco,2495,1,1,665
4323932286,san francisco,3550,2,2.5,1600
5727003053,san francisco,3520,1,1,634
5059080484,san francisco,14000,2,3,1952
pre2013_42347,san francisco,2900,1,1,730
4956736668,san francisco,3500,1,1,500
pre2013_55240,san francisco,2800,3,2,1500
pre2013_56406,san francisco,3300,1,1,850
pre2013_65229,san francisco,3500,1,1.5,1100
4966798855,san francisco,5200,2,1.5,1330
4618833721,san francisco,3450,1,1,950
5365046524,san francisco,3795,2,2,1700
5389186179,san francisco,1295,1,1,200
pre2013_65179,san francisco,3695,1,1,830
5369961492,san francisco,6000,2,2,1186
5241545332,san francisco,3895,1,1,805
4921375663,san francisco,10000,2,2,1564
pre2013_48340,san francisco,4375,2,2,1000
4255538702,san francisco,3720,2,1,900
5065001482,san francisco,8500,3,3,1845
4689209055,san francisco,3100,2,1,1000
5365220635,san francisco,3680,2,1,1000
5374175769,san francisco,3680,2,1,1000
5382665749,san francisco,2400,2,1,1000
4634383138,san francisco,3100,2,1,1000
4645299353,san francisco,3100,2,1,1000
pre2013_63190,san francisco,900,2,2,1200
4253863170,san francisco,4000,3,2,1325
4251972609,san francisco,4000,3,2,1325
4239723516,san francisco,4000,3,2,1375
5807556918,san francisco,3500,2,1,900
5763516762,san francisco,1600,1,1,450
5329852738,san francisco,3950,2,1,1474
pre2013_40272,san francisco,3200,3,3,2600
5374142374,san francisco,4800,1,1,1190
pre2013_38678,san francisco,850,2,1,900
3553867152,san francisco,2800,2,1,900
pre2013_13504,san francisco,4250,3,3,1800
5401122591,san francisco,4500,3,1.5,1500
4046810377,san francisco,5000,3,1.5,1720
4623147965,san francisco,3100,2,1,1000
4611857384,san francisco,1200,0,1,120
5241723538,greenbrae,3750,3,2,1380
4611941298,greenbrae,5000,4,4,2200
4988485294,greenbrae,4000,2,2,1227
5393127570,greenbrae,3000,2,2,1300
4974913796,greenbrae,7750,4,3.5,2700
5269356237,greenbrae,2800,2,2,1200
pre2013_55345,greenbrae,1575,1,1.5,800
4966864044,greenbrae,3450,2,2,865
pre2013_70743,greenbrae,6000,3,2.5,2500
5429787838,greenbrae,6200,4,3,3200
5504030011,greenbrae,2700,2,2,954
4834403519,greenbrae,2800,2,2,954
pre2013_23202,san francisco,4500,4,2,1600
4250475408,san francisco,4200,2,1.5,900
4773981020,san francisco,3495,2,1,950
5365177027,san francisco,4200,2,1,1400
6492136264,san francisco,6400,4,2,1700
pre2013_146371,san francisco,3500,3,2,2000
4834814608,san francisco,4495,2,1.5,1650
pre2013_59969,san francisco,4500,4,2,1500
4270053029,san francisco,5250,2,2,1600
5439939414,san francisco,3800,2,1,1135
4684434881,san francisco,3780,2,1,1364
pre2013_16461,san francisco,4800,4,1,1500
4263005751,san francisco,3350,2,1.5,1100
5309787729,san francisco,2450,2,1,1300
pre2013_52426,san francisco,4800,4,1,1500
5302165583,san francisco,3800,2,1,1364
5780865659,san francisco,2700,1,1,750
5785488243,san francisco,4150,2,2,1595
5785501294,san francisco,5995,3,5,1400
5824650708,san francisco,9000,7,3,2100
5551822662,san francisco,4500,2,2,1188
4108482061,san francisco,2850,2,1,800
pre2013_72273,san francisco,3490,2,1,950
5818456700,san francisco,3100,2,2,1169
5695600338,san francisco,6000,3,2,1200
5374107896,san francisco,3588,2,1,750
5536726153,san francisco,4400,2,1,950
4611747788,san francisco,3780,2,1,1364
4943530495,san francisco,3800,2,1,1135
4044521768,san francisco,5500,2,2,1300
4062345687,san francisco,4500,2,1,1000
pre2013_40121,half moon bay,1650,3,2,1150
pre2013_46831,half moon bay,3950,4,3.5,3000
pre2013_58976,half moon bay,3900,4,3.5,3000
pre2013_19013,half moon bay,3950,4,3.5,3000
5774782281,half moon bay,2400,2,1,800
pre2013_49367,half moon bay,3950,4,3.5,3000
pre2013_53256,half moon bay,3950,4,3.5,3000
pre2013_52927,half moon bay,3950,4,3.5,3000
pre2013_11275,half moon bay,3600,3,2.5,3000
pre2013_18113,half moon bay,1000,3,2,1283
pre2013_59408,half moon bay,3900,4,3.5,3000
pre2013_49405,half moon bay,2900,3,2.5,2000
pre2013_61014,half moon bay,2600,3,2,1310
pre2013_54610,half moon bay,3750,4,3.5,3000
pre2013_53262,half moon bay,3950,4,3.5,3000
5802762962,half moon bay,2690,2,2.5,1400
pre2013_37395,half moon bay,2850,3,2.5,2200
pre2013_42978,half moon bay,2295,3,2.5,1359
4988572662,half moon bay,3600,3,2,1275
pre2013_17949,half moon bay,3950,4,3.5,3000
pre2013_60214,half moon bay,1550,1,1,540
5280356452,half moon bay,3650,2,1,1200
4865844640,san francisco,4900,2,2,1001
pre2013_35414,san francisco,3950,2,2,1300
pre2013_13298,san francisco,4000,2,2,1500
pre2013_17386,san francisco,3600,2,1.5,1500
4600607308,san francisco,4750,2,2,1000
pre2013_19250,san francisco,3800,2,2,1500
5054808548,san francisco,3650,2,2,950
pre2013_63143,san francisco,2000,2,1,944
5238739649,san francisco,4000,1,1,900
pre2013_22456,san francisco,3800,2,2,1500
pre2013_36742,san francisco,2950,1,1,827
pre2013_36725,san francisco,5500,4,2,1900
pre2013_44699,san francisco,3900,2,2,1040
4834756553,san francisco,5200,2,2.5,1000
4257975896,san francisco,4600,1,1,1000
5418956262,san francisco,10500,4,2,1800
pre2013_49843,san francisco,2500,1,1,700
5713448779,san francisco,3795,1,1,653
5713432640,san francisco,3795,1,1,653
4935430900,san francisco,4800,2,2.5,968
4844935579,san francisco,4800,2,2.5,1000
5806232547,san francisco,7900,4,2,1900
4797161263,san francisco,3200,2,1,1090
5829431018,san francisco,4495,2,1,779
pre2013_39877,san francisco,3250,2,2,1050
pre2013_39035,san francisco,3950,2,2,1300
5726827756,san francisco,3200,1,1,800
5672520392,san francisco,2670,1,1,985
pre2013_66570,san francisco,670,1,1,1200
5373790297,san francisco,7000,3,2,1500
4935165945,san francisco,6950,2,2.5,968
5966303143,san francisco,3499,1,1,700
6379119770,san francisco,4900,2,2,1225
5529720799,san francisco,4200,1,1,987
5644080947,san francisco,3250,1,1,665
5493047316,san francisco,2995,1,1,870
5079787398,san francisco,3400,2,1,695
4252959281,san francisco,2585,1,1,625
5460062254,san francisco,3280,1,1,870
pre2013_24041,hayward,1500,2,2,839
5638008990,hayward,1200,2,1,1170
5481618353,hayward,3700,4,3,2551
5807531977,hayward,2560,3,1,1232
5525669727,hayward,2395,3,1,1542
5637964960,hayward,1635,3,2,1789
5417791996,hayward,1600,2,1,600
pre2013_44502,hayward,1700,3,1.5,1236
5788650870,hayward,2200,3,1,1000
6522705513,hayward,3000,3,2,1150
5626493944,hayward,2950,3,2,1119
5391786675,hayward,1795,2,1,1000
4857232520,hayward,1995,2,1.5,1050
pre2013_49654,hayward,1500,2,2,1100
pre2013_59324,hayward,1350,2,2.5,1035
pre2013_62200,hayward,2100,3,2,1671
pre2013_70142,hayward,1180,1,1,709
5774671730,hayward,3200,3,2.5,1802
pre2013_14181,hayward,1990,3,2,1200
pre2013_32786,hayward,1600,3,1.5,1268
5505231060,hayward,1750,1,1,531
4857216488,hayward,1995,2,1.5,1050
pre2013_70079,hayward,2000,3,2,2100
pre2013_59312,hayward,1250,2,1,860
5373690664,hayward,2295,2,1,1000
pre2013_65351,hayward,1400,2,2,878
6305951471,hayward,1995,1,1,600
6305953356,hayward,2875,3,2,1123
pre2013_45956,hayward,1550,2,2,1007
5626624230,hayward,2950,3,1.5,1250
pre2013_12952,hayward,1300,2,1,750
6328317305,hayward,2495,2,1.5,1132
pre2013_71529,hayward,1395,2,1,900
4671932249,hayward,2495,3,2.5,1468
5542360109,hayward,2900,3,2.5,1760
5502065182,hayward,1650,1,1,535
4857222831,hayward,2300,3,2.5,1536
pre2013_36066,hayward,2700,4,4,1999
pre2013_28462,hayward,3400,5,4,3500
pre2013_36091,hayward,2500,4,3,2140
4865910630,hayward,2400,3,1,1300
5537403700,hayward,4195,4,2.5,2605
pre2013_27226,hayward,3000,4,3,3550
5450670043,hayward,1775,2,1,700
pre2013_21015,hayward,1499,1,1,708
pre2013_47483,hayward,1775,3,3,1333
4814585390,hayward,1850,2,1,1100
pre2013_68135,hayward,1315,2,1,800
pre2013_63769,hayward,1350,2,2.5,1015
pre2013_66767,hayward,1300,2,1,1000
pre2013_129245,hayward,1875,3,2.5,1835
pre2013_63787,hayward,1400,2,2,936
pre2013_21931,hayward,900,2,1,1100
5414616097,hayward,2600,2,2,1007
5547624663,hayward,2300,2,1.5,936
6610260931,hayward,1950,2,1.5,916
pre2013_63357,hayward,1350,2,2.5,1035
5639337264,hayward,2750,2,1.5,1200
pre2013_15291,hayward,1345,2,2,901
5414919716,hayward,1925,2,1,998
5410746845,hayward,2833,2,2,1204
pre2013_39585,hayward,2350,3,2.5,1726
pre2013_19582,hayward,1600,2,2,850
pre2013_61763,hayward,1550,2,2,1150
4615004372,hayward,2500,1,1,1848
5972662006,hayward,2000,2,1,1024
pre2013_34099,hayward,4600,2,2,1250
4797656629,hayward,1495,2,1,900
4721652714,hayward,2400,3,1,1200
pre2013_64555,hayward,1250,2,1.5,1150
5514682518,hayward,2500,3,1.5,1285
pre2013_14417,hayward,1250,2,1.5,1000
4678214521,hayward,2495,3,2.5,1468
pre2013_55911,hayward,2475,4,2.5,2000
6546034756,hayward,2995,3,2,1063
pre2013_13954,hayward,2080,3,2.5,1777
5514658194,hayward,2600,3,1.5,1285
5525637061,hayward,4200,4,2.5,2605
5585335989,hayward,2800,2,2,1064
5674058671,hayward,2150,2,1,1049
5247456835,hayward,2870,3,2.5,1486
4268025812,hayward,2600,3,2,1380
5724478115,hayward,3200,3,2,1900
pre2013_67706,hayward,1700,3,1,1525
pre2013_45630,hayward,1325,2,1.5,1000
pre2013_17887,hayward,2350,4,2,1600
pre2013_58094,hayward,1250,2,1,1185
5803559250,hayward,2275,2,2,900
pre2013_127453,hayward,1950,2,2,6000
pre2013_42520,hayward,1100,1,1,900
pre2013_72472,hayward,2000,3,3,1500
pre2013_42079,hayward,1395,2,1.5,1150
5615320383,hayward,3200,3,2.5,1900
4770464527,hayward,1850,2,1,1100
5402134062,hayward,1550,1,1,575
pre2013_67708,hayward,1850,3,2.5,1580
6553707870,hayward,2300,2,1,750
5605737682,hayward,3095,4,2.5,1499
pre2013_38143,hayward,1399,1,1,985
4634178657,hayward,2900,3,2.5,1400
6388389843,hayward,2750,3,1,1284
pre2013_14807,hayward,1100,3,2,2882
6539208652,hayward,3500,5,2,1724
pre2013_36877,hayward,1490,2,2,1000
pre2013_13884,hayward,1800,3,1,1100
6332485422,hayward,2800,3,2.5,1207
pre2013_42942,hayward,2650,4,3.5,1999
pre2013_3901,hayward,1315,2,2,874
5536758024,hayward,2395,2,2.5,1020
6489670241,hayward,1750,1,1,575
pre2013_38130,hayward,1465,2,2,900
5785528749,hayward,3100,3,2.5,1802
5420462015,hayward,2250,3,1.5,1210
5561853206,hayward,2800,2,2,1064
5243199147,hayward,2870,3,2.5,1486
pre2013_34216,hayward,1500,2,2.5,900
5518696092,hayward,3695,3,2.5,2328
pre2013_51939,hayward,1435,2,2,1008
5434151625,hayward,2672,2,2,1204
pre2013_63741,hayward,3000,4,3,2300
6549983489,hayward,2095,2,1.5,1100
5739698389,hayward,2650,3,1.5,1254
pre2013_3924,hayward,1265,2,1,820
4039050537,hayward,1025,3,2,1119
5732889580,hayward,3000,3,3,1650
pre2013_33746,hayward,1500,2,2.5,900
5503969399,hayward,2000,2,1.5,850
pre2013_37714,hayward,1700,2,2,1316
pre2013_22744,hayward,1250,2,1,800
6450390535,hayward,2995,3,2,1600
5929709845,hayward,2500,3,2,1200
6546040639,hayward,3500,5,2,1724
pre2013_70574,hayward,1600,3,1,1000
pre2013_15804,hayward,1800,3,2.5,1580
pre2013_40031,hayward,1550,2,2.5,1025
pre2013_16024,hayward,1325,2,2,956
4966900384,hayward,2627,2,2,1057
6616645136,hayward,1925,1,1,695
6505655899,hayward,2850,3,1.5,1000
5445711544,hayward,2245,2,1.5,1000
6455328498,hayward,2400,2,1,900
pre2013_15368,hayward,900,2,1,1100
6554603012,hayward,1795,2,1.5,800
5570966416,hayward,2195,2,1,784
5741305804,hayward,2500,2,2.5,1225
pre2013_33304,hayward,2350,3,2.5,1827
pre2013_19495,hayward,1485,2,2,901
pre2013_48738,hayward,2275,3,2.5,1726
pre2013_58486,hayward,1195,2,1,900
6580062361,hayward,3100,4,2,1600
6589087869,hayward,2200,2,1,750
pre2013_46759,hayward,1555,2,2,900
4966910730,hayward,1795,1,1,800
4813105076,hayward,1850,2,1,1100
pre2013_56824,hayward,2200,3,2.5,1700
4265877896,hayward,2200,3,3,1300
5418994467,hayward,2095,2,1,1000
pre2013_53817,hayward,1175,2,2,1000
6359737867,hayward,2423,1,1,985
4700149313,hayward,2750,4,2.5,1850
6546035386,hayward,3100,3,2,1250
5648343671,hayward,2145,2,1,900
5096239593,hayward,2500,3,2.5,1262
4845170069,hayward,1765,1,1,751
pre2013_56182,hayward,1485,2,2,901
pre2013_39198,hayward,895,1,1,700
4641501269,hayward,1500,2,1,1100
5505026153,hayward,1745,1,1,740
pre2013_17706,hayward,1375,2,1.5,950
pre2013_14841,hayward,1900,3,2.5,1661
4640746946,hayward,1950,3,2,1150
pre2013_43728,hayward,2275,3,2.5,1726
5715581289,hayward,3800,5,5,2400
4607842940,hayward,2650,3,1,1300
6534445766,hayward,2300,2,2,901
pre2013_118875,hayward,1695,2,2.5,1400
5445713043,hayward,1745,1,1,700
pre2013_18129,hayward,1100,1,1,700
4261511079,hayward,3000,4,2.5,2096
pre2013_66774,hayward,1295,2,1.5,850
pre2013_72436,hayward,2300,3,2.5,1800
pre2013_58943,hayward,1850,3,2,1000
3878876969,hayward,2092,2,2,1046
pre2013_42529,hayward,2300,3,2.5,1827
6451158202,hayward,3000,3,1,1700
4645267860,hayward,1950,3,2,1150
pre2013_33780,hayward,1280,2,1,1000
pre2013_157880,hayward,1695,3,2,1200
6363786030,hayward,1895,1,1,600
4838997650,hayward,1495,2,1,900
4656159945,hayward,1850,2,2,1127
pre2013_65860,hayward,2095,3,2,1479
6480212824,hayward,1995,2,1,993
6522010115,hayward,2498,2,2,800
5429777969,hayward,2350,3,2,1200
5615262978,hayward,2185,2,2,939
6539203195,hayward,2995,3,2,1063
5770490382,hayward,2300,2,2,936
4651549114,hayward,1950,3,2,1150
pre2013_36855,hayward,1000,1,1,600
4611959033,hayward,3775,5,4,3375
5432563048,hayward,2195,2,2,1007
pre2013_34713,hayward,1800,2,2,1316
pre2013_53861,hayward,1660,2,2,1091
pre2013_22058,hayward,1800,3,1.5,1254
pre2013_38812,hayward,1850,3,2,1221
pre2013_22950,hayward,2000,4,2,1540
pre2013_15313,hayward,900,2,1,800
4787065906,hayward,1550,2,2,800
5985911516,hayward,3150,4,1,2500
pre2013_64680,healdsburg,1750,3,2,1240
4797404850,healdsburg,1300,1,1,750
5536420031,healdsburg,2700,3,2,1438
pre2013_37892,healdsburg,1850,3,2,1600
4827306530,healdsburg,1900,2,2,1100
5413819832,healdsburg,2900,4,2.5,1912
pre2013_50780,healdsburg,1575,3,2,1142
5297816724,healdsburg,2900,4,2.5,1912
4255533893,healdsburg,1530,3,2,1687
5637895678,healdsburg,2400,3,3,1900
pre2013_62710,healdsburg,1650,2,1,1200
4600495696,healdsburg,1800,3,2,1544
pre2013_62706,healdsburg,1800,3,2,1750
5417893388,healdsburg,2900,4,2.5,1912
pre2013_50427,healdsburg,1300,2,2,1000
pre2013_38948,healdsburg,950,2,1,700
pre2013_63492,healdsburg,2050,3,2,1550
pre2013_70248,healdsburg,1750,3,2,1400
pre2013_53599,healdsburg,1675,3,2,1200
5403481623,healdsburg,2900,4,2.5,1912
pre2013_58263,healdsburg,2450,4,2.5,2600
pre2013_62325,healdsburg,1785,3,2.5,1787
pre2013_22082,healdsburg,2100,4,3,2180
5493024735,healdsburg,1695,2,1.5,1120
pre2013_37496,healdsburg,2000,4,3,1800
4669846820,healdsburg,1375,2,1,1200
3812237050,healdsburg,1350,2,2,980
pre2013_9244,healdsburg,2999,3,3,3100
pre2013_46511,healdsburg,1125,1,1,866
5503332005,healdsburg,3200,5,3,2900
pre2013_34423,healdsburg,1675,4,2,1500
pre2013_59877,healdsburg,1795,3,2.5,1787
3812118411,healdsburg,1620,3,2,1235
5638113070,healdsburg,2800,4,3.5,1700
4834972600,healdsburg,2300,3,2.5,1960
pre2013_58268,healdsburg,1275,2,1,1000
pre2013_25923,healdsburg,1675,3,3,1900
4638780679,healdsburg,2400,3,3,1850
pre2013_34874,healdsburg,1675,4,2,1500
pre2013_19729,healdsburg,1795,3,2.5,1787
pre2013_42282,healdsburg,1550,3,2,1200
pre2013_39728,healdsburg,1700,3,2,1537
5278936882,healdsburg,2500,3,2.5,1600
pre2013_57587,healdsburg,1200,2,2.5,900
5410759480,healdsburg,3100,4,2.5,1926
5946063111,healdsburg,1830,2,1,1100
pre2013_35343,healdsburg,1725,2,2,1200
pre2013_65508,healdsburg,2600,4,2,2200
5525608956,healdsburg,2600,3,1,1450
5439931502,healdsburg,2600,4,2.5,1600
5946062625,healdsburg,1830,2,1,1100
6531223471,san francisco,2700,1,1,617
pre2013_49860,san francisco,3720,2,2.5,1510
pre2013_31322,san francisco,1800,2,2,1000
pre2013_22570,san francisco,2425,2,2,1100
pre2013_56068,san francisco,2741,2,1,1083
pre2013_34994,san francisco,1200,1,1,900
pre2013_56700,san francisco,2507,2,2,1100
pre2013_23475,san francisco,2507,2,2,1100
pre2013_37106,san francisco,2500,2,2,1052
pre2013_1067,san francisco,1799,2,2,1100
5171258532,san francisco,4100,2,2,1100
6603803595,san francisco,1485,1,1,180
pre2013_68433,san francisco,2197,1,1,776
pre2013_68437,san francisco,2907,2,2,1093
pre2013_68428,san francisco,3216,3,2,1510
pre2013_69865,san francisco,2961,2,2,1100
pre2013_69855,san francisco,3803,3,2.5,1391
pre2013_71341,san francisco,3171,2,2,1100
pre2013_49905,san francisco,3000,2,1,1000
pre2013_34540,san francisco,2298,2,1,931
pre2013_99641,san francisco,1895,2,2,1269
pre2013_17468,san francisco,2100,2,1,1200
pre2013_52754,san francisco,1700,2,1,9999
pre2013_53372,san francisco,4588,4,2,3125
pre2013_40711,san francisco,2150,2,2,1090
pre2013_101536,san francisco,1795,2,2,1269
pre2013_60419,san francisco,3200,2,1,1000
pre2013_54371,san francisco,2195,2,2,1100
pre2013_54748,san francisco,2450,3,2,1185
pre2013_43598,san francisco,2450,2,2,1100
pre2013_33588,san francisco,2750,4,2,1431
4763310953,san francisco,4200,3,2,1500
4807725730,san francisco,3250,2,1,900
pre2013_64395,san francisco,3015,2,2,1105
pre2013_67952,san francisco,2075,1,1,723
pre2013_56052,san francisco,2532,2,2,1100
pre2013_65652,san francisco,2500,2,2,950
4865872904,san francisco,950,1,1,150
4905104233,san francisco,2600,2,1,1000
4935255045,san francisco,3132,2,2,1065
4935134980,san francisco,3650,2,1,973
pre2013_57670,san francisco,2095,2,2,1100
4947792097,san francisco,4035,2,2,1117
5943197950,san francisco,2100,2,1,550
4958621478,san francisco,4750,4,3.5,2100
pre2013_60002,san francisco,2095,2,2,1100
5054725036,san francisco,3500,2,1,1100
pre2013_65188,san francisco,2150,2,1,813
5079758181,san francisco,3850,2,2,1100
5079757589,san francisco,5550,3,2.5,1400
pre2013_62445,san francisco,2150,1,1,754
pre2013_55800,san francisco,1150,1,1,600
pre2013_67903,san francisco,2907,2,2,1093
pre2013_68369,san francisco,2125,1,1,804
pre2013_66085,san francisco,3150,3,2,1400
pre2013_66511,san francisco,2600,2,2,1100
4901648266,san francisco,6250,4,2,2500
pre2013_37119,san francisco,2300,2,1,931
pre2013_67915,san francisco,2535,2,1,920
pre2013_67896,san francisco,3216,3,2,1241
pre2013_13195,san francisco,2458,2,2,1100
pre2013_13249,san francisco,2500,2,2,1100
pre2013_67936,san francisco,2000,2,1.5,700
pre2013_72280,san francisco,2300,2,2,969
pre2013_72315,san francisco,2617,2,1,920
pre2013_51153,san francisco,2438,2,2,1100
pre2013_38673,san francisco,2149,2,2,1100
pre2013_42387,san francisco,2150,2,2,1090
pre2013_58770,san francisco,2275,2,2,1100
4935137958,san francisco,4240,3,2,1241
4943402583,san francisco,3000,2,2,1021
4926984184,san francisco,3295,2,1,845
pre2013_53063,san francisco,2350,2,1,1150
4956632846,san francisco,2670,1,1,697
pre2013_39010,san francisco,3550,4,3,2100
4596732202,san francisco,2299,1,1,750
4977538325,san francisco,3299,2,2,1100
5272779816,san francisco,3200,1,1,900
pre2013_45465,san francisco,950,0,1,200
pre2013_42388,san francisco,2290,2,2,1100
pre2013_45854,san francisco,2450,2,2,1100
6645961115,san francisco,2625,1,1,800
4665211076,san francisco,2484,2,1,1100
pre2013_69922,san francisco,3132,3,2,1300
pre2013_66535,san francisco,2900,2,2,1100
5066119689,san francisco,2500,1,1,723
pre2013_68429,san francisco,2075,1,1,723
4841810340,san francisco,2100,1,1,520
pre2013_66086,san francisco,2550,2,2,1100
pre2013_10908,san francisco,2591,2,1,1083
4855524464,san francisco,2780,1,1,785
pre2013_43191,san francisco,3500,3,2,1186
5829439376,san francisco,5950,3,3,1600
4988554511,san francisco,4240,3,2,1241
pre2013_57660,san francisco,2400,2,2,1100
4898024038,san francisco,3000,2,1,1000
4883101219,san francisco,3495,2,1,845
5088691181,san francisco,2150,1,1,650
5065989647,san francisco,5400,3,2.5,1400
4956634029,san francisco,3325,2,1,973
4611898746,san francisco,1400,0,1,350
4988563278,san francisco,4915,3,2.5,1391
5043396858,san francisco,2300,1,1,723
pre2013_66539,san francisco,3665,3,2.5,1400
pre2013_42386,san francisco,2250,2,2,1090
4988566025,san francisco,3305,2,2,1100
pre2013_15281,san francisco,2295,2,2,1100
pre2013_15633,san francisco,2995,3,2,1600
pre2013_66579,san francisco,5995,4,2,2590
6480258823,san francisco,1380,1,1,290
5786854688,san francisco,3285,2,2,1087
pre2013_66507,san francisco,3665,3,2.5,1400
pre2013_67523,san francisco,2600,2,2,1100
6480286370,san francisco,3600,3,1,1200
pre2013_63602,san francisco,2750,2,2,1100
pre2013_61607,san francisco,2200,2,1,1000
6642485323,san francisco,2665,1,1,776
5344243617,san francisco,2620,1,1,697
pre2013_72317,san francisco,2181,1,1,723
pre2013_72268,san francisco,1700,2,1,725
6406064032,san francisco,2650,2,1,900
pre2013_17914,san francisco,2350,2,1,1150
5334320825,san francisco,4000,3,2,925
5418940931,san francisco,4395,2,2.5,1300
5419015214,san francisco,7500,6,2,1400
pre2013_85062,san francisco,2375,3,2,1500
5439924202,san francisco,5500,4,1.5,1000
pre2013_60430,san francisco,2800,3,2,1625
5819560459,san francisco,2650,1,1,700
pre2013_68438,san francisco,3850,3,2,1750
5344495179,san francisco,7900,6,2,1400
6503868465,san francisco,5000,3,2,1350
4108528546,san francisco,5900,4,2,2000
4267766836,san francisco,2800,2,2,900
pre2013_41114,san francisco,3750,3,2,1750
6503868084,san francisco,5000,3,2,1350
pre2013_54433,san francisco,1650,1,1,700
4815604142,san francisco,1995,1,1,550
pre2013_36719,san francisco,3750,4,2,1750
6503868903,san francisco,5000,2,2,1350
pre2013_40731,san francisco,1850,1,1,760
pre2013_41909,san francisco,1975,2,1,975
pre2013_14557,san francisco,2100,2,1,880
pre2013_15164,san francisco,2300,2,1,1450
6610271064,san francisco,4000,2,2,1200
5403465996,san francisco,3000,2,4,1000
4619968254,san francisco,6500,3,2,1817
5955725397,san francisco,4500,3,1,1700
5491254336,san francisco,2600,2,1,928
4250536516,san francisco,6500,4,3,2016
5447022730,san francisco,2995,2,1,850
pre2013_15226,san francisco,2300,2,1.5,1100
4319728230,san francisco,4300,2,2,1300
pre2013_17056,san francisco,2900,2,2,1220
4255530260,san francisco,4000,2,1.5,1300
5730869933,san francisco,5250,3,2.5,2000
4610454943,san francisco,1975,0,1,650
4630045838,san francisco,6500,3,2,1817
4679042239,san francisco,7200,5,1,2100
5481588250,san francisco,7500,6,2,1400
5533041743,san francisco,2800,2,1.5,1150
4247772019,san francisco,6500,4,3,2016
5628372697,san francisco,3295,2,1,800
3513120368,san francisco,4450,5,1.5,1200
5849932221,san francisco,3600,2,1,1300
4243184613,san francisco,3750,2,2,1100
5673960639,san francisco,3450,2,2,980
4600624727,san francisco,4300,3,2.5,4000
pre2013_56080,san francisco,2615,1,1,668
pre2013_35447,san francisco,1495,1,1,550
pre2013_12708,san francisco,1800,2,1,675
pre2013_47688,san francisco,2365,1,1,668
5615163148,san francisco,4200,2,1,1350
pre2013_31794,san francisco,3200,2,1,1200
pre2013_14500,san francisco,3500,4,3,2000
pre2013_72311,san francisco,2750,1,1,700
3844588514,san francisco,3300,3,2,1750
pre2013_51774,san francisco,2400,2,1,800
pre2013_153724,san francisco,2800,3,1.5,1550
4634368524,san francisco,3800,3,1.5,1500
pre2013_62802,san francisco,1800,2,1,1400
5771025076,san francisco,4950,2,1,1200
4834930329,san francisco,2900,2,1,1100
pre2013_45855,san francisco,2400,2,1,1400
4828083957,san francisco,2800,2,1,950
pre2013_57057,san francisco,2840,1,1,631
5819569124,san francisco,4500,3,1.5,1723
pre2013_37569,san francisco,3365,2,2,1083
4267966616,san francisco,3500,2,2,1200
pre2013_60823,san francisco,2880,2,1,882
pre2013_60784,san francisco,3000,3,2.5,2000
pre2013_41490,san francisco,2300,2,2,1550
pre2013_42330,san francisco,3500,4,2,1800
pre2013_21520,san francisco,2750,1,1,631
5418959212,san francisco,3595,2,1,1100
