post_id,city,price,beds,baths,sqft
4949776136,santa cruz,2800,3,3,1300
5297300267,santa cruz,2000,2,2,1240
5488764186,santa cruz,3000,3,2,1050
5636284823,santa cruz,2250,2,1,825
5637567624,santa cruz,6000,4,2.5,3400
4986283840,santa cruz,2850,3,2,1750
5740731380,santa cruz,2250,2,1,675
4937812929,santa cruz,2500,3,1,1050
3866729177,santa cruz,3795,4,3,2100
5378606729,santa cruz,2350,2,1.5,950
5391549213,santa cruz,3000,3,1.5,1200
5392287765,santa cruz,3000,2,2,1300
5392980167,santa cruz,3000,3,2,2430
5604675998,santa cruz,3600,3,2,1200
5514337787,santa cruz,2100,1,1,900
5491200311,santa cruz,3400,3,2,1200
4933519376,santa cruz,3300,3,2,1350
4956129334,santa cruz,4550,4,2.5,1800
5794014474,santa cruz,2695,2,2,1000
5158063648,santa cruz,2400,2,1,830
5170700387,santa cruz,3600,3,2.5,2100
5257152871,santa cruz,2400,2,2,1200
5196549449,santa cruz,2095,2,1,850
5740178977,santa cruz,3600,4,2,1200
5255732431,santa cruz,2600,2,1.5,1200
5035030066,santa cruz,1350,1,1,550
5041629715,santa cruz,5200,5,2,1860
4932233792,santa cruz,2900,3,1,1200
5569503199,santa cruz,1700,1,1,400
4962999274,santa cruz,3200,2,1,928
4018089674,santa cruz,2900,3,2,1900
5625611532,santa cruz,3200,3,2,1400
5382594563,santa cruz,1625,1,1,525
4954124749,santa cruz,4300,4,2.5,1400
5069719196,santa cruz,2630,3,1,1250
5429891568,santa cruz,1000,2,2,1485
5558190530,santa cruz,2400,3,1,1000
5570450434,santa cruz,4750,4,2,1450
5382414938,santa cruz,2904,2,2,1016
5382692668,santa cruz,3500,3,2,1600
4982696495,santa cruz,4300,4,2.5,1400
4987984435,santa cruz,4300,4,3,2100
4682963494,santa cruz,1500,1,1,400
4126196968,santa cruz,1150,1,1,500
5624722793,santa cruz,2500,2,1,720
5394285379,santa cruz,900,1,1,200
5019504622,santa cruz,3200,2,1,928
5394225666,santa cruz,3000,2,2,1300
4976239226,santa cruz,1650,2,1,750
5515546901,santa cruz,3100,3,2,1150
5390728121,santa cruz,1940,1,1,657
5003872530,santa cruz,2400,2,1.5,980
5166365588,santa cruz,3500,3,1,1000
5828881247,santa cruz,2950,2,1,800
5201415849,santa cruz,3400,3,3.5,2178
4987967875,santa cruz,1895,2,1,850
4986281477,santa cruz,2700,2,2,1900
5530053498,santa cruz,3100,2,1,1332
5299419376,santa cruz,1995,2,1,750
3868456605,santa cruz,1500,2,1.5,1000
5413993733,santa cruz,1175,0,1,300
4929400339,santa cruz,2800,3,3,1300
6514127750,santa cruz,2600,2,1,1052
5531202898,santa cruz,2800,2,2.5,2000
5570654039,santa cruz,2659,2,1.5,960
3561173634,santa cruz,1500,2,2,750
5292356724,santa cruz,4500,3,2.5,3099
4987782300,santa cruz,3200,4,2,1500
4964817656,santa cruz,3450,4,2,1950
5280934561,santa cruz,2200,2,1,850
5064137142,santa cruz,2100,2,2,1045
4598224429,santa cruz,2241,2,1.5,960
5624622143,santa cruz,3400,3,2,1600
5437656117,santa cruz,2000,2,1,900
5805192125,santa cruz,2840,2,2,1016
5476703262,santa cruz,4350,4,2.5,1800
5748397872,santa cruz,2800,2,1,980
5199898690,santa cruz,3700,3,2.5,1640
5313209164,santa cruz,2900,2,2,950
5530182448,santa cruz,2465,2,1.5,960
5402050507,santa cruz,2800,3,3,1300
4645313907,santa cruz,2100,1,1,550
5590846390,santa cruz,3000,2,1,800
5042961219,santa cruz,4295,4,3,2100
5769686594,santa cruz,3200,3,3,1762
5818973324,santa cruz,2399,2,2,1060
5041883898,santa cruz,2300,2,1,1000
5491427127,santa cruz,3100,3,3,1300
5054723301,santa cruz,2400,2,1.5,1054
4655418893,santa cruz,1460,3,2,1826
5728813293,santa cruz,3750,3,2,1250
5063347391,santa cruz,2000,2,2,1200
5523988544,santa cruz,3000,3,2,1050
5054912801,santa cruz,2050,2,1,1000
5381951690,santa cruz,4385,4,3,2300
5451087542,santa cruz,4000,3,3.5,2998
5394130083,santa cruz,4350,4,3,2300
5614580245,santa cruz,3000,2,1.5,1046
4677250483,santa cruz,2975,3,2.5,1500
5389486167,santa cruz,3150,3,2,1352
5624745218,santa cruz,2000,1,1,1024
5036492915,santa cruz,2150,2,1,818
5398829363,santa cruz,2475,2,2.5,1212
5626190466,santa cruz,1650,1,1,617
5816562427,santa cruz,3400,4,2,1500
5452922747,santa cruz,1600,1,1,550
pre2013_18148,santa cruz,600,1,1,900
4853881885,santa cruz,2450,2,1,974
5626262718,santa cruz,1925,1,1,725
5672297618,santa cruz,2695,2,1.5,960
4616007164,santa cruz,3600,3,2.5,1685
5280444947,santa cruz,2800,2,1.5,1100
4622086068,santa cruz,2350,2,2,1550
4636359301,santa cruz,2850,3,2.5,1566
5750766824,santa cruz,2950,2,1,1225
5063699947,santa cruz,1650,1,1,500
5526655714,santa cruz,4400,6,5,5000
5442092461,santa cruz,2350,2,1,818
5428726464,santa cruz,2100,2,1,950
4682432555,santa cruz,2250,2,2,1150
5077011650,santa cruz,2100,2,2,1045
5758761090,santa cruz,1585,0,1,310
5512772014,santa cruz,2690,2,2,860
4611630634,santa cruz,1700,2,1,800
5523766326,santa cruz,2750,2,2,890
5752063746,santa cruz,2800,3,2,1500
5429244496,santa cruz,1600,1,1,600
4621589386,santa cruz,3150,3,2.5,1650
5751553701,santa cruz,1495,1,1,700
4645659061,santa cruz,2150,2,1,850
4088286525,santa cruz,1000,1,1,450
5271104056,santa cruz,2395,2,1,1200
4980715744,santa cruz,3500,1,2.5,1500
4644633383,santa cruz,2350,2,2,1550
5429291967,santa cruz,3995,4,3,2300
3768401435,santa cruz,1850,2,1,1140
5392009072,santa cruz,1900,2,2,1200
5438389614,santa cruz,4300,4,3,2850
4847505055,santa cruz,2950,3,2,1500
5613355867,santa cruz,1800,1,1,525
5729824503,santa cruz,2723,2,1.5,960
5504984043,santa cruz,2800,2,2.5,2000
5437839796,santa cruz,2989,2,2,1035
5439386615,santa cruz,2800,3,3,1300
6359600652,santa rosa,1168,3,2,2000
pre2013_14312,santa rosa,1195,3,1,1047
5419081484,santa rosa,1950,2,2,1010
4925872402,santa rosa,1463,1,2,713
5409111151,santa rosa,1500,2,1,1100
pre2013_48279,santa rosa,1005,1,1,625
pre2013_59936,santa rosa,1000,2,1,750
5043399920,santa rosa,1395,1,1,626
pre2013_61084,santa rosa,1250,2,2.5,1128
pre2013_59945,santa rosa,1200,2,1,900
pre2013_72212,santa rosa,1151,1,1,624
3544469114,santa rosa,1725,3,2,1400
pre2013_63126,santa rosa,1250,2,2,873
pre2013_40170,santa rosa,1220,2,1,780
pre2013_61936,santa rosa,1900,3,2,1680
5817522450,santa rosa,2800,4,2.5,2350
5946089513,santa rosa,1575,2,1,975
pre2013_36617,santa rosa,1250,2,2,1200
pre2013_68343,santa rosa,1851,3,2,1271
5302404093,santa rosa,2075,3,1.5,1052
5470674365,santa rosa,1750,2,2,1070
pre2013_43085,santa rosa,1650,3,2,1600
5936895011,santa rosa,1595,2,1,750
pre2013_40156,santa rosa,1175,2,2,1250
5608268633,santa rosa,1700,2,1,894
5437221817,santa rosa,1450,2,1,720
4935253245,santa rosa,1699,1,1,830
4258077248,santa rosa,1350,2,1,700
4721563304,santa rosa,2000,3,1,1524
5818214771,santa rosa,2015,2,2,1000
pre2013_39729,santa rosa,1950,3,2,1764
pre2013_44243,santa rosa,2300,3,3,2200
pre2013_63526,santa rosa,1150,2,1,760
pre2013_72189,santa rosa,1000,1,1,997
pre2013_72626,santa rosa,1850,3,2,1500
5272527877,santa rosa,2200,3,2.5,1500
pre2013_44279,santa rosa,1175,2,2,1250
pre2013_34411,santa rosa,995,2,1,705
4645208550,santa rosa,1775,2,1,1004
pre2013_82336,santa rosa,2200,4,3,2400
pre2013_17627,santa rosa,1200,2,1,950
5419093837,santa rosa,2150,2,2,1450
5818413737,santa rosa,3200,3,2,2040
pre2013_61124,santa rosa,1265,2,2,873
5393077938,santa rosa,1900,2,1,850
5720192604,santa rosa,2500,3,2.5,1300
5729853735,santa rosa,3200,3,2,2000
5429157040,santa rosa,2350,2,1,1100
pre2013_70272,santa rosa,2800,4,2,3000
pre2013_33940,santa rosa,1400,3,2,1250
pre2013_33951,santa rosa,1950,3,2,1400
pre2013_62758,santa rosa,1224,1,1,728
pre2013_60353,santa rosa,1150,1,1,625
5964638542,santa rosa,1950,2,1,1000
pre2013_164504,santa rosa,975,2,1,1100
5017276131,santa rosa,1710,1,2,716
pre2013_35742,santa rosa,900,2,1,850
pre2013_43060,santa rosa,1825,4,2.5,1900
pre2013_36601,santa rosa,995,2,1.5,935
pre2013_60702,santa rosa,1650,2,1,1200
pre2013_38945,santa rosa,2300,3,2.5,2300
4845152113,santa rosa,700,0,1,250
4845191513,santa rosa,1565,2,1,926
pre2013_63125,santa rosa,1125,1,1,625
pre2013_37854,santa rosa,2000,4,3,2060
pre2013_41821,santa rosa,3200,3,3,2800
5611942035,santa rosa,1950,2,1.5,960
pre2013_61106,santa rosa,1275,2,2,850
4700201342,santa rosa,1450,2,1,850
5773194450,santa rosa,2200,3,2,1235
5441224002,santa rosa,1700,1,1.5,868
5441236528,santa rosa,2250,3,2.5,1300
pre2013_47980,santa rosa,1230,2,1,780
pre2013_52946,santa rosa,1249,2,2,932
pre2013_46936,santa rosa,1675,3,2,1600
pre2013_45753,santa rosa,1299,2,2,1000
pre2013_45018,santa rosa,1255,2,1,780
5741231199,santa rosa,2600,3,2.5,1522
5618832548,santa rosa,1950,2,2,950
pre2013_52095,santa rosa,1700,3,2.5,1200
pre2013_61125,santa rosa,1199,2,1,780
pre2013_38333,santa rosa,1000,3,2.5,2095
pre2013_57973,santa rosa,1650,4,2,1400
5043386298,santa rosa,1725,2,2,1068
5586604230,santa rosa,1990,2,1.5,1020
pre2013_141826,santa rosa,950,2,1.5,1000
4270058005,santa rosa,1900,3,2.5,1435
5628062085,santa rosa,2900,2,2,2037
5504106263,santa rosa,2150,2,1,1100
pre2013_40155,santa rosa,1175,2,1,1250
pre2013_72147,santa rosa,1000,2,1,750
pre2013_63905,santa rosa,1695,3,2,1200
5439538962,santa rosa,1900,2,1.5,1000
pre2013_34845,santa rosa,850,1,1,700
4825446564,santa rosa,1890,3,2,1275
pre2013_43483,santa rosa,1170,2,1,780
4946097847,santa rosa,1371,1,1,624
4234386889,santa rosa,2380,4,2.5,2100
5785406643,santa rosa,2750,3,2,1740
6415415214,santa rosa,2260,2,2,995
4956737478,santa rosa,1695,2,1,780
5077200072,santa rosa,2000,3,2.5,1180
pre2013_57250,santa rosa,1485,2,2,1100
5269228316,santa rosa,1948,2,2,1200
pre2013_21927,santa rosa,1795,3,2.5,1500
pre2013_16098,santa rosa,1550,3,2,1150
5927415189,santa rosa,2200,2,1,950
5607614713,santa rosa,1965,1,1,852
5460137219,santa rosa,1412,1,1,500
4158179065,santa rosa,2380,4,2.5,2100
5816446991,santa rosa,2200,2,1,1000
pre2013_71671,santa rosa,500,2,2,896
pre2013_64312,santa rosa,2250,3,2,1275
pre2013_63944,santa rosa,1366,2,1,780
pre2013_63946,santa rosa,1374,2,2,873
pre2013_41010,santa rosa,1175,2,1,780
5796593554,santa rosa,1990,2,2.5,1250
pre2013_40995,santa rosa,1795,3,3.5,1500
pre2013_41404,santa rosa,1250,2,1.5,975
pre2013_41886,santa rosa,2300,3,2.5,2400
5365177164,santa rosa,1973,1,1,797
pre2013_52998,santa rosa,875,1,1,400
pre2013_45762,santa rosa,1750,3,2,1628
4829573469,santa rosa,1295,1,1,641
4796499034,santa rosa,1450,1,1,720
pre2013_52405,santa rosa,1310,2,1.5,880
4666835521,santa rosa,1175,2,1,800
5269353277,santa rosa,2199,2,2,1242
4643695880,santa rosa,2800,4,3,2200
pre2013_72240,santa rosa,1615,2,1,1212
4265027632,santa rosa,1075,1,1,760
pre2013_60322,santa rosa,1750,3,2,1550
5819701537,santa rosa,2261,2,1,950
pre2013_36643,santa rosa,1215,2,1,780
5792348224,santa rosa,1500,1,1,650
4844684263,santa rosa,1200,2,1,800
5560893816,santa rosa,1500,1,1,662
pre2013_39779,santa rosa,1175,2,2,1250
4662549573,santa rosa,1600,2,2,1200
5819700239,santa rosa,1613,1,1,500
pre2013_64313,santa rosa,2300,3,3,2346
5514588130,santa rosa,2250,3,1.5,1350
4797696634,santa rosa,1725,2,1,1068
5354116844,santa rosa,2800,3,3,1377
pre2013_67378,santa rosa,1625,3,2.5,1160
pre2013_69286,santa rosa,1220,2,2,1050
pre2013_51104,santa rosa,1750,3,2,1567
pre2013_58214,santa rosa,1680,3,2,1400
5952944183,santa rosa,1500,2,1,720
pre2013_71724,santa rosa,1495,2,2,896
pre2013_45799,santa rosa,1700,3,2,1150
pre2013_45023,santa rosa,1375,3,3,1200
4633976467,santa rosa,2007,1,1,1212
pre2013_19709,santa rosa,2195,3,3,1343
4656015744,santa rosa,2114,2,1,921
pre2013_55736,santa rosa,1700,4,2,1400
5819693177,santa rosa,2317,2,2,1040
pre2013_48260,santa rosa,995,2,1,705
5830729885,santa rosa,2350,3,2,1433
5493043023,santa rosa,2741,3,1,1271
5313254003,santa rosa,2299,2,2,1565
5258882091,santa rosa,1400,2,1,810
5481529585,santa rosa,1800,3,2,1150
pre2013_63958,santa rosa,1340,2,2,920
5054938054,santa rosa,1710,2,2,920
4977522520,santa rosa,1725,2,1.5,1068
5291270935,santa rosa,2295,3,2.5,1600
pre2013_40591,santa rosa,1463,2,2,1042
pre2013_34846,santa rosa,1600,3,2,1100
pre2013_83992,santa rosa,1195,1,1,750
pre2013_54737,santa rosa,3997,6,5,5100
5379188063,santa rosa,1450,2,1,720
5380147170,santa rosa,1900,3,1,950
6295730066,santa rosa,2450,3,1,1277
pre2013_68314,santa rosa,1380,2,2,920
4834930575,santa rosa,1050,1,1,600
pre2013_43106,santa rosa,1600,3,2.5,1700
pre2013_66024,santa rosa,1700,3,2,1440
pre2013_43489,santa rosa,1795,3,3.5,1500
5302339542,santa rosa,2195,3,2,1225
pre2013_31434,santa rosa,1620,3,2.5,1320
pre2013_36188,santa rosa,1200,2,1,925
pre2013_36173,santa rosa,1350,2,1.5,1200
5927414932,santa rosa,1450,1,1,750
5932047176,santa rosa,2200,2,1,950
5021865191,santa rosa,1975,2,2,1350
pre2013_70770,santa rosa,1295,3,2,1500
pre2013_22767,santa rosa,1680,3,2.5,1300
3877729514,santa rosa,1575,2,2,1040
4666905520,santa rosa,2149,2,2,1235
pre2013_48541,santa rosa,1225,2,1,780
4977610621,santa rosa,1560,1,1,559
5374106068,santa rosa,2050,3,2.5,1310
5349693563,santa rosa,2200,2,2,1106
5958624564,santa rosa,1995,2,1,840
pre2013_21028,santa rosa,1500,3,2,1100
pre2013_56004,santa rosa,1800,3,2,1630
pre2013_13636,santa rosa,1000,2,1,750
pre2013_83989,santa rosa,1800,3,2,1911
5547568722,santa rosa,950,1,1,550
pre2013_69782,santa rosa,1355,2,2,920
pre2013_10766,santa rosa,850,1,1,650
pre2013_10772,santa rosa,1200,2,2,900
pre2013_45011,santa rosa,975,2,1,800
4834467419,santa rosa,1200,1,1,650
pre2013_72160,santa rosa,1000,2,1,700
pre2013_36174,santa rosa,1295,3,1.5,1000
pre2013_155598,santa rosa,1695,3,2.5,2050
5492900235,santa rosa,2049,2,2,1200
pre2013_51449,santa rosa,1425,2,2,1100
4838041625,santa rosa,1945,3,3,1600
5280368534,santa rosa,3600,4,3,2850
3877641010,santa rosa,1300,2,2,908
pre2013_37891,santa rosa,1650,3,2,1272
4666935107,santa rosa,2099,2,1,921
pre2013_162235,santa rosa,1025,2,1.5,1000
pre2013_155845,santa rosa,1025,2,1.5,1000
pre2013_63959,santa rosa,1165,1,1,720
4224755296,santa rosa,1200,2,1,720
pre2013_48595,santa rosa,1300,2,1.5,1000
pre2013_67883,santa rosa,1200,2,1.5,1220
pre2013_67872,santa rosa,1875,3,2,1800
5414000548,santa rosa,2250,3,2,1100
4700185334,santa rosa,995,1,1,600
5525589085,santa rosa,2450,3,2.5,1280
pre2013_33001,santa rosa,1795,3,3.5,1500
pre2013_14161,santa rosa,3150,3,3,2720
pre2013_52983,santa rosa,2250,4,2.5,1900
6551685200,santa rosa,2200,2,2,1034
pre2013_45771,santa rosa,1554,3,2,1225
5584809087,santa rosa,1795,2,1,960
pre2013_17082,santa rosa,1250,2,2,1218
pre2013_35749,santa rosa,1700,3,2,1553
pre2013_59469,santa rosa,1275,2,2,850
pre2013_43523,santa rosa,1800,3,2.5,1710
pre2013_60346,santa rosa,1225,2,2,908
pre2013_144817,santa rosa,950,2,1.5,1000
5422337143,santa rosa,1275,1,1,675
4622932465,santa rosa,2000,2,1,1000
4966862565,santa rosa,1381,1,1,624
4966825033,santa rosa,1500,1,1,559
pre2013_70741,santa rosa,1500,2,2,1200
3877812132,santa rosa,1800,3,2,1200
pre2013_66948,santa rosa,875,1,1,660
pre2013_32087,santa rosa,975,1,1,577
5439466859,santa rosa,2139,2,1,921
6553278727,santa rosa,2300,2,2.5,1250
pre2013_48538,santa rosa,1750,3,3.5,1500
4924707956,santa rosa,1419,1,1,624
4988541222,santa rosa,1765,1,1,705
5636410583,santa rosa,3600,4,3,2580
pre2013_35319,santa rosa,1750,3,2,1250
5606771298,santa rosa,1595,2,1,900
pre2013_55067,santa rosa,1895,3,2,1271
pre2013_71676,santa rosa,1625,2,2,1300
5563760566,santa rosa,1500,1,1,662
4865918721,santa rosa,1694,2,2,972
pre2013_72209,santa rosa,1377,2,2,873
4963633230,santa rosa,1120,1,1,624
pre2013_12902,santa rosa,1550,2,2,1250
5503821118,santa rosa,1572,1,1,500
5628036487,santa rosa,2600,3,3,1536
5814499889,santa rosa,2200,2,1,1000
5750881451,santa rosa,2850,3,2,1594
5439506671,santa rosa,2059,2,2,1212
5729707904,santa rosa,2600,3,3.5,1496
pre2013_71228,santa rosa,1175,1,1,750
4924515331,santa rosa,1450,3,1,1400
4905922250,santa rosa,1899,2,2,993
5536464329,santa rosa,2600,3,2,2300
pre2013_69361,santa rosa,1574,2,2,1200
5413799146,santa rosa,1900,1,1,752
4988505518,santa rosa,1715,1,1,683
3562830014,santa rosa,2380,4,2.5,2100
pre2013_35306,santa rosa,1300,2,1.5,1200
pre2013_164520,santa rosa,1995,4,3,2000
pre2013_43058,santa rosa,1595,3,2.5,1775
4812480302,santa rosa,1500,2,1,930
pre2013_19449,santa rosa,1425,2,1,990
pre2013_72211,santa rosa,1419,2,1,780
pre2013_60320,santa rosa,1533,2,1,1212
5280367011,santa rosa,1750,2,2,1014
4600596781,santa rosa,2299,2,2,1742
5787611484,santa rosa,1395,1,1,600
5634199791,santa rosa,1950,2,1,1000
pre2013_64316,santa rosa,1350,2,1.5,1250
5439985585,santa rosa,2700,3,2.5,2313
5961927381,santa rosa,1475,1,1,600
5439304456,santa rosa,2000,2,1,1450
4808005790,santa rosa,1725,2,1,1068
pre2013_71215,santa rosa,2250,4,3,2168
pre2013_65075,santa rosa,1100,2,1,850
pre2013_10934,santa rosa,950,1,1,900
5382421676,santa rosa,1890,2,2,950
5413984797,santa rosa,2075,2,1.5,998
pre2013_41873,santa rosa,1500,2,1,1100
5672310883,santa rosa,2417,2,2,1009
5668252403,santa rosa,3200,4,2,2040
4786124326,santa rosa,1800,1,1,839
pre2013_42257,santa rosa,1899,3,2,1250
pre2013_14725,santa rosa,1695,3,2.5,1962
4571106233,santa rosa,1706,2,2,873
4834931874,santa rosa,1800,3,2,1250
5302231179,santa rosa,1834,2,1,950
pre2013_43519,santa rosa,1495,2,2,1285
pre2013_34401,santa rosa,1325,2,1.5,1200
pre2013_72177,santa rosa,1750,3,2,1308
pre2013_57904,santa rosa,1552,2,1,1212
pre2013_164148,santa rosa,2085,4,3,2200
4133971801,santa rosa,1594,2,1,780
pre2013_34003,santa rosa,1225,2,1.5,930
pre2013_34866,santa rosa,1675,3,2,1650
5829390466,santa rosa,1200,3,1,1520
5608392278,santa rosa,2900,4,2.5,2100
4631801625,santa rosa,2950,3,2.5,2050
4654668335,santa rosa,3500,4,3.5,2820
3812256138,santa rosa,1496,2,2,873
4689199336,santa rosa,995,1,1,600
pre2013_17920,santa rosa,1875,3,3,1650
5254876789,santa rosa,1850,2,1.5,980
4924725552,santa rosa,1364,1,1,624
pre2013_65548,santa rosa,1381,2,2,1200
pre2013_35382,santa rosa,1099,1,1,692
pre2013_33022,santa rosa,1350,2,1,1100
5439190102,santa rosa,2000,2,1,1400
pre2013_54014,santa rosa,1695,3,2.5,1600
4865916300,santa rosa,1724,2,2.5,1013
pre2013_135937,santa rosa,950,2,1.5,1000
pre2013_66463,santa rosa,1950,4,3,1750
4676719239,santa rosa,1300,2,1,700
5429198830,santa rosa,1800,1,1,500
5752268908,santa rosa,2189,2,2,1042
pre2013_36637,santa rosa,1375,2,2,1083
5429972389,santa rosa,4250,4,3,2600
6587883709,santa rosa,2300,2,2.5,1250
4650548929,santa rosa,2136,1,1,1212
pre2013_54694,santa rosa,1625,3,2,1490
pre2013_40164,santa rosa,1250,2,2.5,1250
3812257271,santa rosa,1179,1,1,624
pre2013_33016,santa rosa,1400,2,1.5,1200
4834910495,santa rosa,1735,1,1,705
5382642643,santa rosa,1632,2,1,950
pre2013_67867,santa rosa,1100,2,1,695
5473737783,santa rosa,2300,3,2.5,1300
5088637006,santa rosa,2623,2,2,1042
5672323042,santa rosa,2551,2,2,1039
pre2013_163218,santa rosa,1799,3,2.5,2000
pre2013_15201,santa rosa,1090,1,1,660
pre2013_47944,santa rosa,1350,2,1,1100
pre2013_46915,santa rosa,1400,2,2,1300
4956772137,santa rosa,1668,1,1,728
4834959085,santa rosa,1000,1,1,550
pre2013_46498,santa rosa,1100,2,1,670
4961608036,santa rosa,2800,3,2.5,1294
pre2013_63499,santa rosa,1695,3,2.5,1700
5313213336,santa rosa,1850,2,1.5,950
pre2013_37071,santa rosa,977,1,1,660
5536478244,santa rosa,1677,1,1,630
4611676175,santa rosa,1200,2,1,840
5634212562,santa rosa,1950,2,1,1000
3562447528,santa rosa,1433,2,2,873
4797371647,santa rosa,1195,1,1,600
pre2013_65552,santa rosa,2150,4,3,1560
5449581176,santa rosa,1725,2,2,920
pre2013_19736,santa rosa,1195,2,1,925
pre2013_46904,santa rosa,1250,2,2,1200
pre2013_19450,santa rosa,2095,4,2.5,1900
pre2013_59057,santa rosa,2400,3,3,2346
pre2013_41428,santa rosa,1700,3,2,1553
6480269675,santa rosa,1575,1,1,700
4865825061,santa rosa,2199,3,2.5,1700
pre2013_43526,santa rosa,1850,3,2.5,1250
3997413559,santa rosa,1425,2,2,858
5439741147,santa rosa,1050,2,2,1230
pre2013_72167,santa rosa,1800,3,2,1200
pre2013_46925,santa rosa,1225,2,1.5,930
4793628082,santa rosa,2550,3,2,1600
pre2013_10560,santa rosa,1500,2,1,854
4571103759,santa rosa,1590,2,1,780
pre2013_68881,santa rosa,1423,2,2,1200
4797365540,santa rosa,1125,1,1,500
5965666340,santa rosa,2750,4,2.5,2114
6436744819,santa rosa,4300,4,2.5,2800
5439849206,santa rosa,2000,2,2.5,1200
5066352830,santa rosa,1950,3,2,1350
6447117641,santa rosa,3158,3,2,1271
5637717588,santa rosa,1850,2,2,1014
5374119902,santa rosa,1800,1,1,1000
pre2013_36638,santa rosa,1400,2,2,1172
5607669766,santa rosa,2300,2,2,1401
pre2013_54693,santa rosa,1200,2,1,750
pre2013_62321,santa rosa,2750,5,2,2500
4956731272,santa rosa,1371,1,1,624
4966869152,santa rosa,1747,2,2,873
pre2013_61557,santa rosa,1159,1,1,625
5796340438,santa rosa,1999,2,1,1000
5313240474,santa rosa,1800,2,2.5,1274
pre2013_50755,santa rosa,2000,3,3,1500
4133811525,santa rosa,1395,2,2,900
pre2013_38943,santa rosa,1650,3,2.5,1500
5171420264,santa rosa,2300,3,2,1430
pre2013_65947,santa rosa,1027,1,1,625
pre2013_57912,santa rosa,1500,3,2,1600
4966865550,santa rosa,1675,2,1,780
4956750996,santa rosa,1726,2,2,873
4571101217,santa rosa,1425,1,1,624
4977692236,santa rosa,1521,1,2,728
5607617735,santa rosa,2270,2,2,1212
4611892027,santa rosa,1950,4,2.5,1650
pre2013_62362,santa rosa,1750,3,2.5,1700
5371722511,santa rosa,2250,3,1,1152
pre2013_22431,santa rosa,1400,4,1,1400
pre2013_49004,saratoga,6900,5,3.5,3700
4643884077,saratoga,5795,2,2,1650
4621410343,saratoga,2895,1,1,1650
4425099558,saratoga,4100,2,2,1200
pre2013_69977,saratoga,2850,2,2,1350
pre2013_51870,saratoga,590,1,1,600
pre2013_33696,saratoga,4500,3,2,2488
4946016373,saratoga,4395,3,3.5,2514
4667074571,saratoga,3750,3,2,1400
pre2013_55864,saratoga,3750,3,2.5,1900
4582865258,saratoga,5495,2,2,1650
pre2013_69984,saratoga,6900,5,4.5,2862
pre2013_47414,saratoga,3695,3,2,1800
pre2013_22198,saratoga,3750,3,2.5,1900
5785513887,saratoga,5190,3,2.5,2000
4236141756,saratoga,5850,5,3,3600
4834854374,saratoga,4800,4,2.5,1700
5046141738,saratoga,4495,4,1,1833
5951159325,saratoga,3700,3,2.5,1562
pre2013_54145,saratoga,6250,4,3,3639
4250637433,saratoga,5850,5,3,3600
pre2013_13933,saratoga,2580,3,2.5,1700
pre2013_40794,saratoga,4750,4,3,3157
5503811730,saratoga,6900,5,3.5,2826
pre2013_65715,saratoga,4395,4,3,2527
pre2013_14393,saratoga,2550,3,2.5,1700
5333114235,saratoga,5500,4,1,2500
5537674093,saratoga,4750,4,2.5,2200
4241076161,saratoga,5850,5,3,3600
pre2013_40786,saratoga,2795,2,2,1150
pre2013_64838,saratoga,4995,4,3,2527
5980045275,saratoga,2995,2,1,1158
5326362073,saratoga,5500,4,1,2250
pre2013_71898,saratoga,9750,5,6,4300
4910927313,saratoga,3000,2,2,1218
4028358230,saratoga,2390,2,2,1090
4659585301,saratoga,20000,4,1,5300
pre2013_54149,saratoga,2700,2,2,1410
pre2013_71920,saratoga,6900,3,3,3500
5672574131,saratoga,3950,3,2,1460
4793824912,saratoga,3500,3,1,1128
4598231456,scotts valley,3150,2,2,1700
5427961134,scotts valley,2600,2,2,1147
4646384951,scotts valley,3200,3,2,2000
pre2013_14264,scotts valley,1350,2,1,850
5375804883,scotts valley,3750,4,3,1800
5031261571,scotts valley,1400,1,1,500
4844660828,scotts valley,2695,3,2,1500
5297588446,scotts valley,3500,4,4.5,2293
5599990100,scotts valley,2550,2,2,1200
4848712730,scotts valley,2500,2,1,1100
5531732323,scotts valley,3750,4,2.5,1900
5606011550,scotts valley,3600,3,3,1768
5671901438,scotts valley,2300,1,1,900
5491055904,scotts valley,3100,2,2,975
5418032755,scotts valley,2900,3,2,1600
5034635861,scotts valley,3350,4,3,2400
5795680052,scotts valley,3350,3,2,2200
5604597683,scotts valley,2200,2,1,850
5805804924,scotts valley,1800,1,1,800
4865915014,scotts valley,3000,3,2.5,1700
5502308715,scotts valley,2060,2,1,751
pre2013_11094,scotts valley,1595,2,2,1100
4683339873,scotts valley,1800,2,1,800
5783814144,scotts valley,1800,1,1,1800
5605381426,scotts valley,2200,2,1,850
4643810767,scotts valley,2495,2,2,1286
4088232383,scotts valley,2400,2,1,1080
5492084934,scotts valley,2085,2,1,700
5493091817,scotts valley,2150,2,1,1080
4257037503,scotts valley,2300,3,2,1850
5515770231,scotts valley,3200,3,2,1500
5393716239,scotts valley,3200,3,1.5,1600
5512978922,scotts valley,1650,1,1,850
4682629554,scotts valley,1450,2,1,900
4834677896,scotts valley,3800,3,2,2000
5773570330,scotts valley,2600,2,1,760
5827420965,scotts valley,2450,2,2,940
5828933240,scotts valley,2800,2,2,1600
4797282149,scotts valley,1675,2,1,600
